500 120000
146 489 8182
185 373 9659
132 148 4648
5 418 9998
65 223 4859
104 355 3337
51 284 3836
90 314 6958
143 308 9214
242 465 3880
62 188 6025
249 411 8531
302 399 2350
122 139 8271
32 127 2311
341 491 3048
108 426 7264
145 176 6491
184 298 1194
94 237 98
131 357 1805
4 253 1671
170 261 4731
50 367 425
322 456 914
89 499 7819
329 444 3777
75 128 5929
188 481 5161
61 109 4478
227 349 2608
264 465 2960
107 243 3199
93 316 8895
130 294 9030
402 451 1380
169 468 2134
28 393 3954
268 408 5454
88 164 6698
307 322 769
74 91 9161
383 471 6756
187 296 7103
226 270 8952
173 277 8129
46 221 4131
16 464 6977
92 363 1663
2 159 4602
168 171 7221
371 420 4878
117 200 6609
230 473 1975
267 289 4579
13 317 4769
59 195 8894
352 439 9150
405 435 7775
172 354 6530
31 169 1799
70 321 5777
1 334 2516
310 496 2590
77 475 2196
192 479 2678
102 118 7913
139 248 8230
12 330 5350
215 333 5921
72 165 5401
291 389 3425
367 374 3445
97 342 4563
150 472 5454
44 187 1961
390 459 7602
157 500 5178
55 469 9446
295 330 6623
152 236 4497
115 118 3361
101 183 4617
138 387 6705
11 147 3724
177 367 9053
253 476 1717
57 305 6550
96 281 5072
149 257 4109
43 258 2339
82 292 8507
135 306 418
54 134 5717
241 397 1409
294 401 5599
114 149 7734
24 85 8473
100 448 6030
137 346 6532
10 40 4673
176 304 2603
162 255 1703
111 192 1122
275 452 6653
42 345 2425
314 418 5145
321 390 4573
67 166 7877
413 430 3616
180 463 9144
53 71 4323
219 355 5537
256 279 7763
39 52 9769
99 281 3661
9 225 1796
191 201 5988
85 342 4007
378 448 9992
394 429 7719
124 188 3410
161 430 6070
20 487 7495
313 347 3470
260 438 4057
80 186 6404
27 453 1368
299 344 2981
66 101 2227
375 493 3642
179 318 890
218 344 7856
165 383 1471
38 199 5977
458 459 5846
204 219 1979
8 438 2419
317 404 5246
84 385 6038
356 494 8842
123 493 4220
363 442 9055
109 210 2988
19 278 6265
455 490 1863
222 499 2406
259 263 1393
5 279 5508
65 84 5212
104 494 4930
51 233 86
344 413 4510
397 429 954
127 434 1135
436 437 3855
203 482 3798
23 343 9116
62 299 9583
249 288 9134
341 368 1028
184 437 9734
131 238 3701
4 352 6065
207 411 2756
64 155 9287
283 443 9549
50 482 1284
359 364 2926
142 498 8672
61 226 1935
248 471 6188
301 307 5089
47 435 4582
340 431 8503
107 108 6874
144 242 7588
287 352 7858
93 177 8685
130 445 2727
3 185 8917
169 321 8717
49 299 6018
88 303 9998
141 283 3344
35 360 2960
74 206 326
420 470 4005
187 421 2278
226 389 7372
279 397 4362
46 104 7613
233 423 3358
106 191 2890
286 443 7711
16 75 9415
129 364 9443
2 18 2082
168 278 5879
103 222 6272
267 474 3473
34 419 3533
306 444 6428
73 415 465
382 403 6910
186 230 629
59 92 6841
225 308 9802
172 469 2955
45 97 343
211 265 4551
91 303 2359
1 219 2080
77 336 8405
370 474 3131
386 407 8330
116 138 2149
153 384 351
229 405 7275
305 333 6926
72 80 100
171 292 4157
443 475 7899
44 46 9809
210 322 8382
157 329 8814
30 233 6285
196 241 7893
309 446 2673
76 415 4506
348 468 2000
115 451 9588
11 268 1875
87 121 8020
253 337 541
290 477 5601
57 446 1640
96 404 8186
149 406 5059
43 255 5793
336 387 5331
389 391 1747
119 392 8367
156 438 918
428 435 7617
195 456 152
15 381 8765
54 285 769
241 314 5040
333 362 4936
137 455 7767
176 427 7315
252 414 6937
199 385 4607
56 241 3765
111 341 3906
42 460 1695
81 354 3138
134 500 2801
53 204 2807
240 461 5254
293 349 8977
332 437 9680
136 152 4593
9 110 971
191 370 1674
85 219 8446
431 451 1962
161 315 6181
237 496 7313
41 285 735
313 480 7869
80 309 6274
133 309 3131
27 350 1097
320 452 2661
66 248 8139
412 492 3626
179 395 8510
218 431 2497
271 347 9842
165 228 823
38 114 1730
278 461 8835
98 201 5523
84 276 6405
393 489 8483
123 358 9055
160 492 9787
146 211 6418
19 419 5394
259 496 3601
95 244 2168
26 397 8755
298 406 4925
65 417 6083
178 192 7716
51 114 3358
217 286 824
127 295 2627
164 307 6603
203 287 2127
23 488 5740
83 325 852
122 421 3298
69 378 7679
362 500 6041
108 144 2955
145 410 3809
221 431 7876
4 491 8125
297 359 9595
283 308 4079
359 481 9964
126 500 9880
163 330 6977
435 497 7100
202 428 1375
22 147 5949
61 375 1197
248 354 4522
121 212 3762
301 424 1437
68 437 1639
107 473 9436
3 290 8991
206 479 6859
79 87 291
245 379 8016
49 416 4791
88 442 1443
141 400 8833
35 149 4017
328 361 1326
201 253 9503
148 476 6754
7 363 7038
339 363 3968
233 300 222
286 294 3830
16 198 8452
92 113 1220
168 385 5724
244 436 8050
48 247 3821
103 339 1421
34 310 3732
73 260 7493
225 449 1469
465 466 4943
232 483 5296
105 123 3998
285 359 5150
31 391 3265
324 403 2360
91 440 4582
128 174 1205
1 80 3474
183 328 1859
77 197 584
423 473 2269
153 269 9641
33 359 1763
312 426 9081
58 146 6843
171 401 2755
210 441 9496
263 321 5049
30 84 1472
270 487 7937
90 227 525
76 274 4420
385 467 6207
115 332 6316
152 450 1228
138 189 1010
11 441 9457
87 242 8252
18 407 3158
290 336 7948
57 75 3270
170 234 7784
43 104 4535
209 256 9941
119 285 2422
156 265 6547
29 53 6844
195 309 9317
15 454 9231
75 347 8826
347 414 5078
114 447 3463
354 398 761
100 254 1242
446 454 2208
213 313 5403
252 273 3989
199 250 1214
56 124 9698
111 478 2256
42 51 2418
351 463 8891
118 462 6492
155 368 5278
194 406 151
14 181 1711
53 337 1236
240 376 4490
293 450 1777
113 206 728
39 290 6959
191 487 9405
85 96 9111
251 344 4027
198 449 5392
71 77 1363
237 357 9559
274 497 5959
41 394 3439
80 416 6993
133 442 1380
27 171 233
320 351 9473
193 199 1745
140 458 33
255 257 721
38 489 7226
331 369 2649
278 344 1635
151 202 6938
8 172 3581
84 159 9044
377 403 7685
160 359 9525
469 483 2741
236 434 7607
40 221 5936
222 229 8551
95 377 8144
26 272 4329
217 491 6772
127 168 9786
164 166 8198
37 176 9400
224 409 8653
97 141 1492
277 385 9799
23 125 9879
316 489 7199
83 462 2526
122 296 4762
175 294 4967
69 239 8585
362 379 5728
235 251 2374
145 279 3160
25 329 5994
297 492 1288
64 481 2594
304 432 1683
50 140 7747
396 480 2816
126 355 7464
36 79 2519
202 339 3753
22 46 7535
82 253 7332
121 353 5731
174 213 5181
68 312 3275
107 338 1077
144 472 3323
384 407 1225
130 135 7279
3 431 8757
10 497 5967
282 378 9307
49 93 1257
125 298 1360
162 276 4188
201 362 5315
148 359 9699
441 475 1028
21 223 8532
187 203 3326
7 476 9329
120 150 7779
67 369 5412
339 500 4724
106 425 4716
346 472 8095
92 196 5314
205 291 2170
244 319 1901
281 307 3687
48 98 4679
103 452 3124
34 205 753
343 437 2513
110 416 9495
147 406 7
186 496 4602
6 175 6626
172 195 6301
45 331 4299
232 366 6136
105 224 4073
31 264 9951
77 122 6369
243 366 8606
190 427 5445
63 187 9164
266 411 1299
342 358 6716
72 326 4934
381 452 4027
132 480 3279
247 319 6684
284 299 399
30 451 9723
323 343 2680
90 118 9971
143 224 7721
270 370 9150
76 133 2995
369 405 4891
152 333 3320
228 472 7650
32 291 9834
87 263 7977
18 266 8840
57 208 8130
403 444 1163
119 150 8532
29 138 1896
216 431 3188
269 411 9955
89 167 2203
308 455 264
75 468 5180
114 306 1589
167 316 3193
137 249 9251
86 180 6409
17 339 886
289 406 9106
56 391 4959
296 406 2183
42 166 329
388 462 5915
118 325 9598
155 461 4515
28 117 6918
194 365 1285
74 279 2961
240 243 9560
113 379 8390
166 207 3416
60 326 5068
353 436 4824
99 184 8831
136 398 6707
251 469 3666
288 345 3110
71 198 206
2 459 9765
274 356 2579
41 119 2057
117 260 2273
154 318 1314
27 36 5092
193 348 46
140 381 1967
13 201 2429
433 461 4463
179 225 642
255 394 3945
112 140 7611
292 384 892
38 356 7560
331 490 5507
98 467 8878
338 450 5552
250 278 2080
197 269 5650
236 293 4233
273 309 5492
40 72 5025
95 482 6134
26 231 3668
335 403 7336
102 442 2606
139 396 3739
411 419 5539
178 490 2601
254 321 6757
37 293 127
224 276 4656
277 278 1701
23 246 7083
316 380 5406
83 91 4425
376 463 233
175 427 2848
69 84 4705
235 372 1046
182 413 8277
55 129 7740
258 421 1848
25 470 4876
64 380 9985
373 494 8535
126 238 3247
36 242 4964
239 469 9955
276 321 2239
22 421 1337
315 429 4110
262 372 3285
135 254 4869
82 112 7168
121 494 9292
174 352 4509
68 163 9285
361 447 6506
414 435 5885
144 339 3184
453 471 8382
220 486 2059
79 301 7415
10 356 7306
319 498 7363
49 202 8032
395 418 7462
125 447 8029
162 427 825
201 407 6758
148 234 6536
21 100 6567
208 437 7882
81 185 7246
261 437 9827
7 81 3837
120 289 9593
300 477 1815
360 368 4912
106 284 7577
159 298 1337
399 475 4511
129 195 6073
78 158 3766
9 437 9309
281 440 7766
48 413 7505
124 360 827
34 64 1578
200 296 886
110 303 9887
147 291 9573
186 263 4439
495 499 7675
6 26 7738
45 448 8977
105 365 7106
158 225 4502
52 364 9121
345 414 954
91 142 8073
128 436 6808
437 438 8494
204 359 9005
280 367 4
190 214 2939
266 270 178
109 286 2938
146 296 1747
418 453 6562
185 438 3194
132 363 6345
5 227 3306
247 432 1728
104 162 4712
284 446 8469
30 334 9359
323 448 1103
242 272 8482
62 127 4721
228 323 1579
265 479 7
32 446 2384
87 408 1321
380 390 6760
18 129 8145
327 393 3606
184 233 625
94 428 5781
131 418 3227
170 452 1797
246 379 8307
29 287 1744
216 314 7199
269 272 355
15 220 1453
308 330 3728
368 469 6127
167 433 4059
227 410 1896
47 239 9749
467 491 1478
86 323 1017
17 456 9025
326 338 9334
56 274 40
448 460 371
28 200 6696
231 467 3669
268 351 7773
14 399 6738
307 387 7117
74 410 7679
113 496 3848
166 378 7191
60 217 3076
136 313 3717
16 287 1955
288 468 3928
2 350 7501
41 252 7375
350 374 397
387 392 9628
117 393 9659
154 389 6538
140 240 4086
13 126 175
73 211 7251
112 263 1402
59 256 7270
352 374 5512
98 358 6932
151 464 938
391 449 6850
250 413 3639
70 128 4858
1 399 6191
273 418 1892
40 435 6475
116 326 3241
153 244 4334
192 286 2648
102 305 5827
139 313 9819
178 353 721
487 489 8861
254 460 2228
37 426 8525
330 420 3505
97 407 3808
150 155 8831
44 378 7083
337 384 6842
83 228 4957
429 432 2787
196 333 4298
235 481 4452
272 373 8169
182 232 299
258 312 9282
25 35 4521
334 471 7633
101 456 9024
138 322 2674
410 495 382
177 424 7586
163 237 669
36 357 7334
239 350 3613
96 216 2950
276 468 6409
22 304 8599
82 487 4431
174 495 4628
234 314 1093
181 465 8179
54 65 978
220 377 8282
257 481 5061
24 404 6198
79 438 7011
372 428 2028
10 235 8041
319 359 5893
176 255 9475
379 472 7448
238 269 4360
21 489 3171
314 357 9190
208 288 6977
261 314 3146
7 202 3328
300 336 4102
120 428 7191
67 103 8784
159 415 2419
219 416 5243
39 245 6034
459 497 2394
78 357 4077
9 290 2588
48 264 974
124 483 4042
200 467 4486
110 186 1104
147 172 9679
20 166 6774
80 121 2991
260 373 2709
6 401 6379
299 409 501
66 420 5168
105 474 2684
158 364 4110
52 247 732
345 363 1165
128 271 7799
8 373 7384
63 465 5155
303 422 543
123 170 6545
33 134 7824
109 403 3689
146 415 244
19 87 5532
185 323 6824
132 222 731
5 104 3419
104 301 1027
51 294 2264
344 348 835
90 320 2939
242 391 908
62 234 2706
249 481 5210
265 324 5839
32 73 3210
108 348 1311
18 116 6350
184 372 9246
94 283 6874
131 303 5873
4 39 4309
170 331 8254
29 404 5969
322 414 2172
89 441 7233
142 173 339
329 490 1376
75 250 9234
421 474 8763
188 315 3310
227 263 8208
264 283 9006
47 112 6152
86 478 1083
17 69 4150
326 457 4610
93 498 5768
130 380 3549
169 386 8902
409 435 8117
155 211 2
28 323 1231
231 324 634
268 466 9987
88 238 1841
14 282 2598
166 497 3784
60 108 6403
226 324 492
173 459 312
46 171 5681
71 428 9981
364 442 4550
2 213 1969
311 349 8500
168 213 3489
371 494 5880
230 279 5516
267 283 7472
13 499 1319
306 383 5384
73 88 7409
112 434 3349
59 157 1445
352 385 190
151 357 3167
444 465 855
211 454 2371
31 211 1135
451 471 8289
197 231 4480
70 383 1508
40 318 3047
116 457 1037
192 489 6180
102 172 8048
12 188 4291
432 440 5078
215 391 8370
291 463 7747
58 462 9379
97 300 8251
150 278 1600
44 237 8912
337 381 8998
272 480 1816
55 495 9308
115 128 9726
152 182 8233
25 168 4663
295 444 9396
101 381 3652
138 457 4000
11 77 4306
177 293 7552
36 488 6920
96 339 3714
149 215 2099
43 316 6265
82 346 2129
234 417 3461
54 220 1758
257 382 5150
24 31 6730
100 266 7915
137 256 2962
10 30 2700
176 362 9556
416 473 5852
162 181 926
238 408 2189
111 138 1883
275 398 5598
314 488 727
81 419 4989
134 183 1363
321 476 7262
67 208 7502
413 484 9624
180 273 1131
219 317 9545
256 289 8767
39 110 9527
78 496 9255
9 175 8417
318 419 1576
85 412 5178
378 406 3565
394 403 7128
161 484 5321
401 437 1312
20 297 7325
223 354 1135
80 244 5723
6 268 1329
158 475 5460
52 122 2504
218 366 9634
165 421 6151
38 189 350
8 480 7303
317 362 4107
63 346 1711
356 464 7745
363 500 132
19 224 9988
222 313 7073
259 305 7928
5 477 8190
298 361 6642
65 98 4823
104 408 4138
51 179 3719
344 423 3013
127 484 4015
143 323 576
23 297 2188
62 273 3904
249 366 5596
122 228 5649
302 480 115
108 471 6271
94 134 2027
131 152 2418
424 430 5937
4 170 9142
207 429 4962
50 472 964
89 262 6613
142 312 6553
202 239 9267
248 417 5730
264 390 2527
47 389 9349
107 166 9690
144 172 8715
17 178 4274
287 426 9798
93 327 355
130 499 5746
3 99 5317
169 271 8902
28 470 3086
231 249 4022
88 377 7379
141 209 532
35 338 4123
328 424 1945
74 180 5641
383 386 4579
187 383 970
226 475 6569
279 327 2531
173 320 2372
46 54 7394
233 493 6812
92 304 9166
2 40 5127
168 320 2368
371 379 9787
408 495 7284
154 159 1642
230 386 3921
267 404 7884
103 144 199
13 360 9255
306 498 1116
73 453 216
225 258 8869
172 271 2689
211 339 2456
31 68 2442
70 490 9827
1 145 8429
310 389 2379
77 390 2413
386 429 1129
153 462 2590
229 347 5479
12 311 9907
305 315 1575
215 280 5431
291 376 7642
367 461 3480
150 429 6029
44 96 5393
210 376 8199
157 415 9105
30 151 2601
309 324 3784
55 352 1286
295 305 3293
101 226 8685
447 458 17
11 198 9834
214 451 5587
253 423 4131
290 403 2616
57 388 6600
96 494 9630
149 348 1692
43 169 7420
336 445 6689
119 450 7654
135 345 4353
428 485 4669
15 263 5539
54 299 8036
241 368 3353
114 254 7348
24 234 9163
333 416 8523
100 445 1524
137 397 2270
176 485 9137
199 443 1078
111 287 9207
42 498 2919
81 280 6593
134 290 3873
194 217 2417
53 146 7640
240 391 1974
256 444 3565
39 483 9632
99 332 5079
136 194 8039
9 84 3018
191 292 8239
85 289 450
161 369 5227
470 485 9932
20 444 1821
313 430 4334
80 367 5280
133 251 9216
27 360 8565
320 414 8970
66 142 4074
375 440 7670
412 422 4469
179 341 7712
165 298 4580
38 40 143
8 107 2174
84 478 6045
393 471 4740
123 432 1664
160 422 4831
236 241 6905
19 365 9907
222 420 6217
95 190 3765
259 442 7083
5 322 8484
298 476 9199
51 60 7401
217 292 2701
127 361 4881
164 485 2828
37 113 4047
203 329 21
23 418 7018
355 402 5717
249 251 5585
302 367 4211
175 231 9035
69 416 204
362 442 9943
145 464 4325
221 357 3602
4 285 568
297 301 5733
207 310 1639
283 334 7804
50 79 8446
359 475 189
126 418 5015
142 391 1635
435 443 6538
202 402 6526
442 485 5815
61 333 9741
248 300 2628
301 350 8451
93 220 7635
439 496 3169
3 236 1920
206 485 1763
245 385 6035
282 445 2523
49 414 1637
88 452 9376
141 326 4413
35 223 5816
328 339 4261
7 285 7840
279 472 7619
46 445 63
233 346 9303
106 232 1238
286 492 3145
16 240 6870
325 394 1984
92 395 4046
129 439 6419
168 459 9811
103 261 3643
34 268 2629
343 378 7728
73 370 1959
382 452 6607
225 415 7081
172 386 4135
45 140 7403
232 429 8732
31 457 170
91 370 6244
128 248 5254
1 110 876
183 258 1906
77 315 9865
153 347 1034
462 463 8356
229 448 9879
12 426 527
305 432 3421
72 389 8426
312 500 7359
58 216 557
404 460 7907
171 331 1747
210 495 5205
263 379 8301
157 276 6849
309 457 1977
76 452 6454
385 489 427
115 406 9631
152 396 5304
392 411 6954
138 227 3583
11 371 2265
214 350 9447
87 196 1225
290 294 4738
149 481 8517
119 343 9771
156 451 8034
29 75 4196
195 383 3763
488 499 492
15 392 8130
54 422 7626
347 424 1197
114 117 2465
167 253 9298
294 369 742
213 271 4831
485 490 2869
252 491 5703
289 343 1183
199 300 555
56 70 3148
111 416 3632
42 121 5336
351 497 6593
118 388 320
134 409 6030
194 428 9749
14 195 5381
180 239 6414
53 359 5027
240 306 6054
39 276 8211
332 482 5636
191 425 1593
85 182 8585
237 411 534
274 423 8840
41 432 6848
80 474 1125
133 352 5378
27 229 7302
320 361 7568
179 478 2834
255 331 4208
38 423 6649
278 406 2350
98 146 5094
8 150 2249
151 156 2397
377 473 9499
160 305 324
95 291 4254
26 294 6971
335 336 6729
65 372 5469
217 433 8976
127 146 9544
164 360 280
37 230 8383
457 482 4940
224 467 3961
23 55 583
83 280 2548
175 360 7542
69 277 1652
145 333 2973
454 465 4169
4 384 1184
297 410 5959
64 443 6639
304 490 448
50 194 6206
396 474 9228
126 297 6655
163 289 8738
36 49 2719
202 281 4774
22 100 8485
61 450 5289
301 467 9897
121 175 5154
68 482 5006
361 376 836
107 396 6757
144 402 7422
384 417 9460
130 221 5689
3 345 1666
206 368 6991
79 226 292
245 278 1919
125 352 4815
35 72 1493
201 336 8715
21 165 3621
7 406 7118
46 328 2920
286 347 8611
159 235 5598
346 494 3955
205 281 2819
244 449 7604
281 377 8908
48 92 7709
103 446 8567
34 131 5522
343 399 3109
110 494 3460
419 455 663
186 454 2091
426 489 6675
6 229 445
172 245 9462
45 257 4311
232 280 4133
285 306 2668
31 306 8017
324 456 3502
91 463 9796
183 407 3384
77 176 5168
190 401 1817
266 449 6577
33 458 3993
72 304 5940
312 383 7682
185 247 4335
171 452 4054
247 369 1882
263 492 3645
30 393 8003
90 188 9377
143 170 132
270 440 8358
76 383 2555
152 279 5713
11 492 8892
87 345 1800
18 448 9763
327 334 4393
57 158 6505
366 400 843
209 427 8623
119 168 8
156 342 6950
29 192 3493
449 452 3895
15 29 3202
75 270 1052
114 488 5718
167 374 7004
407 455 6845
100 171 3471
137 167 4706
213 404 4195
86 130 6986
252 382 4957
289 492 8388
56 465 4619
296 448 1569
42 236 3771
388 496 1282
118 275 3968
155 263 4008
194 291 6569
14 78 5759
53 492 9006
293 445 4627
113 177 4860
60 408 1497
353 386 652
212 323 8174
251 303 2959
198 362 9782
71 248 5961
237 272 1259
274 282 1002
41 61 6885
117 330 4313
133 469 9162
27 126 743
193 362 6155
140 439 1643
13 191 936
433 443 8509
472 479 9303
292 330 9888
38 338 9281
278 301 8535
84 244 211
430 472 9506
236 479 4267
273 355 3342
40 114 6380
95 404 1024
26 173 1115
335 421 2127
102 496 3941
254 271 8284
37 363 441
224 366 8503
277 476 7073
97 208 8244
23 200 3932
316 438 6679
83 421 3403
69 154 3739
415 418 6595
182 427 804
25 284 4056
64 310 3932
304 357 8175
177 233 5202
126 212 8460
163 426 848
36 164 4750
239 415 1747
22 499 4793
262 418 6771
135 176 1056
82 166 912
121 308 7241
174 302 6271
68 341 6952
361 485 2631
144 269 1948
3 450 7707
206 255 1413
79 375 1825
10 426 6610
319 420 5272
49 128 8133
358 394 3428
395 412 1558
162 353 985
201 477 838
148 316 4110
21 42 3946
208 495 6126
7 11 9265
120 235 4038
106 450 6215
159 348 8688
346 373 3937
219 225 4750
92 145 5418
129 153 8632
399 493 2369
205 398 1806
78 164 9894
244 340 4359
281 454 3795
48 471 4133
124 290 781
200 274 8423
110 373 9565
147 493 6877
20 101 9106
186 333 4764
6 80 8461
105 155 7149
285 391 6405
52 438 8712
345 420 7653
158 175 8780
128 462 59
204 345 2053
243 261 9766
280 313 9294
190 284 7800
229 250 4967
266 372 6205
33 71 9660
342 459 5740
381 431 3647
132 413 481
425 429 1238
5 169 4369
171 177 4110
247 458 1459
284 368 3754
104 108 1897
30 372 6859
76 242 3968
189 461 5298
228 437 8248
265 389 3130
32 392 2576
87 466 2272
18 183 1843
327 451 3827
94 474 930
246 305 4482
29 341 2871
216 324 5791
269 454 3701
89 250 3597
15 230 5640
308 412 4287
75 443 3274
368 399 4667
167 491 3489
86 281 168
17 262 3491
56 348 3738
296 331 3249
169 195 3172
118 238 3258
155 400 5256
28 130 9883
231 389 1276
14 469 4031
74 320 6187
113 302 7571
166 304 2991
60 275 3365
99 239 2438
136 355 1098
445 487 6056
212 470 2306
251 440 5307
288 430 9717
198 225 6095
71 365 5577
2 404 1832
41 170 6457
350 444 6626
387 434 8109
117 479 3284
154 331 1586
193 487 429
140 298 412
13 52 5534
112 241 1758
59 474 3944
98 444 5391
151 426 7455
338 367 8747
84 127 5879
250 355 9481
197 440 6400
70 190 5263
236 338 7184
273 472 6570
116 264 3917
26 48 305
192 296 5924
102 367 2815
139 499 3249
12 67 6411
178 343 2891
254 442 8514
37 400 1127
330 362 1834
224 249 3314
97 109 1596
150 209 220
44 428 1210
337 446 1929
277 353 7983
196 375 9542
235 283 5960
272 303 4977
182 294 7695
258 334 9296
25 105 7711
334 413 66
101 446 377
373 441 3431
410 437 1127
417 471 5673
163 215 8650
36 303 5366
